산업군,고객사,제품구분,재고품질상태,상태사유,사업장,제품군,창고코드,LOT NO,품번,Item desc,제품명,수량,중량,단위,거래처,부동개월,폭,두께,높이,재고생성일,창고입고일,창고경과일
구동,,반제품,,,천안,MT,404,HSM1PR34220316004,HPSM028043,MT_280*62_(MQ4-HEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*62_(MQ4-HEV)_분할 Stator_27PNX1350F,239,94.16,EA,1232:모비스,2,280,0.27,62,2022-03-16,2022-03-18,68
구동,,반제품,합격,,천안,MT,404,HSM1PR37220409005,HPSM028043,MT_280*62_(MQ4-HEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*62_(MQ4-HEV)_분할 Stator_27PNX1350F,2697,1062.56,EA,1232:모비스,1,280,0.27,62,2022-04-09,2022-04-09,46
구동,,반제품,합격,,천안,MT,404,HSM1PR40220414005,HPSM028043,MT_280*62_(MQ4-HEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*62_(MQ4-HEV)_분할 Stator_27PNX1350F,92,36.25,EA,1232:모비스,1,280,0.27,62,2022-04-14,2022-04-14,41
구동,,반제품,합격,,천안,MT,404,HSM1PR40220415001,HPSM028043,MT_280*62_(MQ4-HEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*62_(MQ4-HEV)_분할 Stator_27PNX1350F,537,211.57,EA,1232:모비스,1,280,0.27,62,2022-04-14,2022-04-20,35
구동,,반제품,합격,,천안,MT,404,HSM1PR40220415002,HPSM028043,MT_280*62_(MQ4-HEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*62_(MQ4-HEV)_분할 Stator_27PNX1350F,903,355.76,EA,1232:모비스,1,280,0.27,62,2022-04-15,2022-04-20,35
구동,,반제품,합격,,천안,MT,404,HSM1PR40220525004,HPSM028043,MT_280*62_(MQ4-HEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*62_(MQ4-HEV)_분할 Stator_27PNX1350F,1440,567.33,EA,1232:모비스,0,280,0.27,62,2022-05-25,2022-05-25,00
구동,,반제품,합격,,천안,MT,E03,HSM1PR40220525002,HPSM028043,MT_280*62_(MQ4-HEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*62_(MQ4-HEV)_분할 Stator_27PNX1350F,48,18.91,EA,1232:모비스,0,280,0.27,62,2022-05-24,2022-05-25,00
구동,,반제품,합격,,천안,MT,404,HSM1PR38220517003,HPSM028044,MT_280*62_(MQ4-HEV SET)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*62_(MQ4-HEV SET)_분할 Stator_27PNX1350F,96,37.82,EA,1232:모비스,0,280,0.27,62,2022-05-17,2022-05-17,08
구동,,반제품,,,천안,MT,404,HSM1PR38220131004,HPSM028045,MT_280*37.4_(CN7-HEV SET)_분할 Stator_25PNX1250F_[자]_[정]_[P],MT_280*37.4_(CN7-HEV SET)_분할 Stator_25PNX1250F,1473,351.25,EA,1232:모비스,3,280,0.25,37.4,2022-01-30,2022-01-31,114
구동,,반제품,,,천안,MT,404,HSM1PR38220407003,HPSM028045,MT_280*37.4_(CN7-HEV SET)_분할 Stator_25PNX1250F_[자]_[정]_[P],MT_280*37.4_(CN7-HEV SET)_분할 Stator_25PNX1250F,450,107.31,EA,1232:모비스,3,280,0.25,37.4,2022-01-31,2022-04-07,48
구동,,반제품,합격,,천안,MT,404,HSM1PR38220523001,HPSM028045,MT_280*37.4_(CN7-HEV SET)_분할 Stator_25PNX1250F_[자]_[정]_[P],MT_280*37.4_(CN7-HEV SET)_분할 Stator_25PNX1250F,2234,532.72,EA,1232:모비스,0,280,0.25,37.4,2022-05-22,2022-05-23,02
구동,,반제품,합격,,천안,MT,404,HSM1PR38220523003,HPSM028045,MT_280*37.4_(CN7-HEV SET)_분할 Stator_25PNX1250F_[자]_[정]_[P],MT_280*37.4_(CN7-HEV SET)_분할 Stator_25PNX1250F,361,86.08,EA,1232:모비스,0,280,0.25,37.4,2022-05-23,2022-05-23,02
구동,,반제품,,,천안,MT,404,HSM1PR36220129005,HPSM028046,MT_280*37.4_(CN7-HEV)_분할 Stator_25PNX1250F_[자]_[정]_[P],MT_280*37.4_(CN7-HEV)_분할 Stator_25PNX1250F,1350,321.92,EA,1232:모비스,3,280,0.25,37.4,2022-01-29,2022-01-29,116
구동,,반제품,,,천안,MT,404,HSM1PR36220407005,HPSM028046,MT_280*37.4_(CN7-HEV)_분할 Stator_25PNX1250F_[자]_[정]_[P],MT_280*37.4_(CN7-HEV)_분할 Stator_25PNX1250F,1800,429.23,EA,1232:모비스,3,280,0.25,37.4,2022-02-02,2022-04-07,48
구동,,반제품,합격,,천안,MT,404,HSM1PR37220415002,HPSM028046,MT_280*37.4_(CN7-HEV)_분할 Stator_25PNX1250F_[자]_[정]_[P],MT_280*37.4_(CN7-HEV)_분할 Stator_25PNX1250F,360,85.85,EA,1232:모비스,1,280,0.25,37.4,2022-04-14,2022-04-15,40
구동,,반제품,합격,,천안,MT,404,HSM1PR37220418003,HPSM028046,MT_280*37.4_(CN7-HEV)_분할 Stator_25PNX1250F_[자]_[정]_[P],MT_280*37.4_(CN7-HEV)_분할 Stator_25PNX1250F,780,186,EA,1232:모비스,1,280,0.25,37.4,2022-04-17,2022-04-18,37
구동,,반제품,합격,,천안,MT,404,HSM1PR37220418004,HPSM028046,MT_280*37.4_(CN7-HEV)_분할 Stator_25PNX1250F_[자]_[정]_[P],MT_280*37.4_(CN7-HEV)_분할 Stator_25PNX1250F,724,172.65,EA,1232:모비스,1,280,0.25,37.4,2022-04-18,2022-04-18,37
구동,,반제품,합격,,천안,MT,404,HSM1PR37220419001,HPSM028046,MT_280*37.4_(CN7-HEV)_분할 Stator_25PNX1250F_[자]_[정]_[P],MT_280*37.4_(CN7-HEV)_분할 Stator_25PNX1250F,296,70.58,EA,1232:모비스,1,280,0.25,37.4,2022-04-19,2022-04-19,36
구동,,반제품,합격,,천안,MT,404,HSM1PR37220508004,HPSM028046,MT_280*37.4_(CN7-HEV)_분할 Stator_25PNX1250F_[자]_[정]_[P],MT_280*37.4_(CN7-HEV)_분할 Stator_25PNX1250F,1800,429.23,EA,1232:모비스,0,280,0.25,37.4,2022-05-08,2022-05-08,17
구동,,반제품,합격,,천안,MT,404,HSM1PR37220509003,HPSM028046,MT_280*37.4_(CN7-HEV)_분할 Stator_25PNX1250F_[자]_[정]_[P],MT_280*37.4_(CN7-HEV)_분할 Stator_25PNX1250F,81,19.32,EA,1232:모비스,0,280,0.25,37.4,2022-05-06,2022-05-09,16
구동,,반제품,합격,,천안,MT,404,HSM1PR37220525002,HPSM028046,MT_280*37.4_(CN7-HEV)_분할 Stator_25PNX1250F_[자]_[정]_[P],MT_280*37.4_(CN7-HEV)_분할 Stator_25PNX1250F,895,213.42,EA,1232:모비스,0,280,0.25,37.4,2022-05-24,2022-05-25,00
구동,,반제품,,,천안,MT,404,HSM1PR47220307002,HPSM028046,MT_280*37.4_(CN7-HEV)_분할 Stator_25PNX1250F_[자]_[정]_[P],MT_280*37.4_(CN7-HEV)_분할 Stator_25PNX1250F,1110,264.69,EA,1232:모비스,2,280,0.25,37.4,2022-03-06,2022-03-06,80
구동,,반제품,합격,,천안,MT,404,HSM1PR47220418001,HPSM028046,MT_280*37.4_(CN7-HEV)_분할 Stator_25PNX1250F_[자]_[정]_[P],MT_280*37.4_(CN7-HEV)_분할 Stator_25PNX1250F,1804,430.18,EA,1232:모비스,1,280,0.25,37.4,2022-04-17,2022-04-18,37
구동,,반제품,합격,,천안,MT,404,HSM1PR47220418002,HPSM028046,MT_280*37.4_(CN7-HEV)_분할 Stator_25PNX1250F_[자]_[정]_[P],MT_280*37.4_(CN7-HEV)_분할 Stator_25PNX1250F,1346,320.97,EA,1232:모비스,1,280,0.25,37.4,2022-04-18,2022-04-18,37
구동,,반제품,합격,,천안,MT,404,HSM1PR47220418003,HPSM028046,MT_280*37.4_(CN7-HEV)_분할 Stator_25PNX1250F_[자]_[정]_[P],MT_280*37.4_(CN7-HEV)_분할 Stator_25PNX1250F,1725,411.34,EA,1232:모비스,1,280,0.25,37.4,2022-04-18,2022-04-18,37
구동,,반제품,합격,,천안,MT,404,HSM1PR47220418005,HPSM028046,MT_280*37.4_(CN7-HEV)_분할 Stator_25PNX1250F_[자]_[정]_[P],MT_280*37.4_(CN7-HEV)_분할 Stator_25PNX1250F,1800,429.23,EA,1232:모비스,1,280,0.25,37.4,2022-04-18,2022-04-18,37
구동,,반제품,합격,,천안,MT,404,HSM1PR47220419001,HPSM028046,MT_280*37.4_(CN7-HEV)_분할 Stator_25PNX1250F_[자]_[정]_[P],MT_280*37.4_(CN7-HEV)_분할 Stator_25PNX1250F,1800,429.23,EA,1232:모비스,1,280,0.25,37.4,2022-04-18,2022-04-19,36
구동,,반제품,합격,,천안,MT,404,HSM1PR47220419002,HPSM028046,MT_280*37.4_(CN7-HEV)_분할 Stator_25PNX1250F_[자]_[정]_[P],MT_280*37.4_(CN7-HEV)_분할 Stator_25PNX1250F,409,97.53,EA,1232:모비스,1,280,0.25,37.4,2022-04-18,2022-04-19,36
구동,,반제품,합격,,천안,MT,404,HSM1PR47220419003,HPSM028046,MT_280*37.4_(CN7-HEV)_분할 Stator_25PNX1250F_[자]_[정]_[P],MT_280*37.4_(CN7-HEV)_분할 Stator_25PNX1250F,941,224.39,EA,1232:모비스,1,280,0.25,37.4,2022-04-19,2022-04-19,36
구동,,반제품,합격,,천안,MT,404,HSM1PR47220419004,HPSM028046,MT_280*37.4_(CN7-HEV)_분할 Stator_25PNX1250F_[자]_[정]_[P],MT_280*37.4_(CN7-HEV)_분할 Stator_25PNX1250F,1800,429.23,EA,1232:모비스,1,280,0.25,37.4,2022-04-19,2022-04-19,36
구동,,반제품,합격,,천안,MT,404,HSM1PR47220425004,HPSM028046,MT_280*37.4_(CN7-HEV)_분할 Stator_25PNX1250F_[자]_[정]_[P],MT_280*37.4_(CN7-HEV)_분할 Stator_25PNX1250F,1800,429.23,EA,1232:모비스,1,280,0.25,37.4,2022-04-25,2022-04-26,29
구동,,반제품,합격,,천안,MT,E03,HSM1PR47220525004,HPSM028046,MT_280*37.4_(CN7-HEV)_분할 Stator_25PNX1250F_[자]_[정]_[P],MT_280*37.4_(CN7-HEV)_분할 Stator_25PNX1250F,1800,429.23,EA,1232:모비스,0,280,0.25,37.4,2022-05-25,2022-05-25,00
구동,,반제품,,,천안,MT,404,HSM1PR36220315002,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,1080,506.54,EA,1232:모비스,2,280,0.27,74,2022-03-14,2022-05-06,19
구동,,반제품,합격,,천안,MT,404,HSM1PR36220329004,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,855,401.01,EA,1232:모비스,1,280,0.27,74,2022-03-29,2022-03-29,57
구동,,반제품,합격,,천안,MT,404,HSM1PR36220403001,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,1080,506.54,EA,1232:모비스,1,280,0.27,74,2022-04-02,2022-04-03,52
구동,,반제품,합격,,천안,MT,404,HSM1PR36220403002,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,1080,506.54,EA,1232:모비스,1,280,0.27,74,2022-04-02,2022-04-03,52
구동,,반제품,합격,,천안,MT,404,HSM1PR36220403003,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,242,113.5,EA,1232:모비스,1,280,0.27,74,2022-04-02,2022-04-03,52
구동,,반제품,합격,,천안,MT,404,HSM1PR36220404001,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,1080,506.54,EA,1232:모비스,1,280,0.27,74,2022-04-03,2022-04-04,51
구동,,반제품,합격,,천안,MT,404,HSM1PR36220404002,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,148,69.42,EA,1232:모비스,1,280,0.27,74,2022-04-03,2022-04-04,51
구동,,반제품,합격,,천안,MT,404,HSM1PR36220404003,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,1080,506.54,EA,1232:모비스,1,280,0.27,74,2022-04-03,2022-04-04,51
구동,,반제품,합격,,천안,MT,404,HSM1PR36220404004,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,1080,506.54,EA,1232:모비스,1,280,0.27,74,2022-04-04,2022-04-04,51
구동,,반제품,합격,,천안,MT,404,HSM1PR36220404005,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,1080,506.54,EA,1232:모비스,1,280,0.27,74,2022-04-04,2022-04-04,51
구동,,반제품,합격,,천안,MT,404,HSM1PR36220405001,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,1080,506.54,EA,1232:모비스,1,280,0.27,74,2022-04-04,2022-04-05,50
구동,,반제품,합격,,천안,MT,404,HSM1PR36220405002,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,665,311.9,EA,1232:모비스,1,280,0.27,74,2022-04-04,2022-04-05,50
구동,,반제품,합격,,천안,MT,404,HSM1PR36220405003,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,415,194.64,EA,1232:모비스,1,280,0.27,74,2022-04-05,2022-04-05,50
구동,,반제품,합격,,천안,MT,404,HSM1PR36220405004,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,1080,506.54,EA,1232:모비스,1,280,0.27,74,2022-04-05,2022-04-05,50
구동,,반제품,합격,,천안,MT,404,HSM1PR36220405005,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,882,413.68,EA,1232:모비스,1,280,0.27,74,2022-04-05,2022-04-05,50
구동,,반제품,합격,,천안,MT,404,HSM1PR36220405006,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,198,92.87,EA,1232:모비스,1,280,0.27,74,2022-04-05,2022-04-05,50
구동,,반제품,합격,,천안,MT,404,HSM1PR36220405007,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,1080,506.54,EA,1232:모비스,1,280,0.27,74,2022-04-05,2022-04-05,50
구동,,반제품,합격,,천안,MT,404,HSM1PR36220406001,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,1080,506.54,EA,1232:모비스,1,280,0.27,74,2022-04-05,2022-04-06,49
구동,,반제품,합격,,천안,MT,404,HSM1PR36220406002,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,266,124.76,EA,1232:모비스,1,280,0.27,74,2022-04-05,2022-04-06,49
구동,,반제품,합격,,천안,MT,404,HSM1PR36220406003,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,814,381.78,EA,1232:모비스,1,280,0.27,74,2022-04-06,2022-04-06,49
구동,,반제품,합격,,천안,MT,404,HSM1PR36220407001,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,1080,506.54,EA,1232:모비스,1,280,0.27,74,2022-04-06,2022-04-07,48
구동,,반제품,합격,,천안,MT,404,HSM1PR36220407002,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,945,443.23,EA,1232:모비스,1,280,0.27,74,2022-04-06,2022-04-07,48
구동,,반제품,합격,,천안,MT,404,HSM1PR36220407003,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,155,72.7,EA,1232:모비스,1,280,0.27,74,2022-04-07,2022-04-07,48
구동,,반제품,합격,,천안,MT,404,HSM1PR36220407004,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,1080,506.54,EA,1232:모비스,1,280,0.27,74,2022-04-07,2022-04-07,48
구동,,반제품,합격,,천안,MT,404,HSM1PR36220419001,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,1080,506.54,EA,1232:모비스,1,280,0.27,74,2022-04-18,2022-04-19,36
구동,,반제품,합격,,천안,MT,404,HSM1PR36220419002,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,406,190.42,EA,1232:모비스,1,280,0.27,74,2022-04-18,2022-04-19,36
구동,,반제품,합격,,천안,MT,404,HSM1PR36220419003,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,35,16.42,EA,1232:모비스,1,280,0.27,74,2022-04-18,2022-04-19,36
구동,,반제품,합격,,천안,MT,404,HSM1PR36220419004,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,639,299.71,EA,1232:모비스,1,280,0.27,74,2022-04-19,2022-04-19,36
구동,,반제품,합격,,천안,MT,404,HSM1PR36220521002,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,261,122.42,EA,1232:모비스,0,280,0.27,74,2022-05-20,2022-05-25,00
구동,,반제품,합격,,천안,MT,404,HSM1PR36220524002,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,258,121.01,EA,1232:모비스,0,280,0.27,74,2022-05-23,2022-05-24,01
구동,,반제품,,,천안,MT,404,HSM1PR39220307003,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,1080,506.54,EA,1232:모비스,2,280,0.27,74,2022-03-06,2022-03-17,69
구동,,반제품,합격,,천안,MT,404,HSM1PR39220404001,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,1080,506.54,EA,1232:모비스,1,280,0.27,74,2022-04-03,2022-04-04,51
구동,,반제품,합격,,천안,MT,404,HSM1PR39220404004,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,1080,506.54,EA,1232:모비스,1,280,0.27,74,2022-04-04,2022-04-04,51
구동,,반제품,합격,,천안,MT,404,HSM1PR39220405002,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,1001,469.49,EA,1232:모비스,1,280,0.27,74,2022-04-04,2022-04-05,50
구동,,반제품,합격,,천안,MT,404,HSM1PR39220405003,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,79,37.05,EA,1232:모비스,1,280,0.27,74,2022-04-05,2022-04-05,50
구동,,반제품,합격,,천안,MT,404,HSM1PR39220405004,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,1080,506.54,EA,1232:모비스,1,280,0.27,74,2022-04-05,2022-04-05,50
구동,,반제품,합격,,천안,MT,404,HSM1PR39220411002,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,217,101.78,EA,1232:모비스,1,280,0.27,74,2022-04-10,2022-05-06,19
구동,,반제품,합격,,천안,MT,404,HSM1PR39220419002,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,669,313.78,EA,1232:모비스,1,280,0.27,74,2022-04-18,2022-04-19,36
구동,,반제품,합격,,천안,MT,404,HSM1PR39220419003,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,411,192.77,EA,1232:모비스,1,280,0.27,74,2022-04-19,2022-04-19,36
구동,,반제품,합격,,천안,MT,404,HSM1PR39220419004,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,1080,506.54,EA,1232:모비스,1,280,0.27,74,2022-04-19,2022-04-19,36
구동,,반제품,합격,재선별완료,천안,MT,404,HSM1PR39220501004,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,341,159.94,EA,1232:모비스,0,280,0.27,74,2022-05-01,2022-05-04,21
구동,,반제품,합격,,천안,MT,404,HSM1PR39220516006,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,342,160.41,EA,1232:모비스,0,280,0.27,74,2022-05-16,2022-05-25,00
구동,,반제품,합격,,천안,MT,404,HSM1PR39220517001,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,738,346.14,EA,1232:모비스,0,280,0.27,74,2022-05-16,2022-05-25,00
구동,,반제품,합격,,천안,MT,404,HSM1PR39220517003,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,253,118.66,EA,1232:모비스,0,280,0.27,74,2022-05-17,2022-05-25,00
구동,,반제품,합격,,천안,MT,404,HSM1PR39220519005,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,872,408.99,EA,1232:모비스,0,280,0.27,74,2022-05-19,2022-05-25,00
구동,,반제품,합격,,천안,MT,404,HSM1PR39220524001,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,13,6.1,EA,1232:모비스,0,280,0.27,74,2022-05-17,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR39220524002,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,45,21.11,EA,1232:모비스,0,280,0.27,74,2022-05-17,2022-05-24,01
구동,,반제품,합격,,천안,MT,404,HSM1PR39220525002,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,1080,506.54,EA,1232:모비스,0,280,0.27,74,2022-05-25,2022-05-25,00
구동,,반제품,합격,,천안,MT,404,HSM2PR36220326001,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,198,92.87,EA,1232:모비스,1,280,0.27,74,2022-03-26,2022-03-26,60
구동,,반제품,합격,,천안,MT,404,HSM2PR36220327001,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,1080,506.54,EA,1232:모비스,1,280,0.27,74,2022-03-26,2022-03-27,59
구동,,반제품,합격,,천안,MT,404,HSM2PR36220327002,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,400,187.61,EA,1232:모비스,1,280,0.27,74,2022-03-26,2022-03-27,59
구동,,반제품,합격,,천안,MT,404,HSM2PR36220327003,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,359,168.38,EA,1232:모비스,1,280,0.27,74,2022-03-27,2022-03-27,59
구동,,반제품,합격,,천안,MT,404,HSM2PR36220327004,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,96,45.03,EA,1232:모비스,1,280,0.27,74,2022-03-27,2022-03-27,59
구동,,반제품,합격,,천안,MT,404,HSM2PR36220327005,HPSM028047,MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F_[자]_[정]_[P],MT_280*74_(MQ4-PHEV)_분할 Stator_27PNX1350F,225,105.53,EA,1232:모비스,1,280,0.27,74,2022-03-27,2022-03-27,59
